salesid,gamename,platform,year_of_release,genre,developer,na_sales,eu_sales,jp_sales,other_sales,global_sales,salesyear
11841,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.01,0.01,0.01,0.01,0.04,2006
11842,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.01,0.01,0.01,0.01,0.04,2007
11843,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.01,0.01,0.01,0.01,0.04,2015
11844,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.01,0.01,0.01,0.01,0.04,2019
12046,Fighting Vipers,SAT,1995,Fighting,Sega,0.01,0.01,0.01,0.01,0.04,2009
11845,Rogue Galaxy: Director's Cut,PS2,2007,Role-Playing,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2007
11846,Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2002
11847,Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2006
11848,Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2014
11849,Armored Core,PS,1997,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2015
11850,The Smurfs,DS,2011,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2021
11851,Densha De Go! 2,PS,1999,Simulation,Taito,0.01,0.01,0.01,0.01,0.04,2004
11852,Densha De Go! 2,PS,1999,Simulation,Taito,0.01,0.01,0.01,0.01,0.04,2010
11853,Densha De Go! 2,PS,1999,Simulation,Taito,0.01,0.01,0.01,0.01,0.04,2016
11854,Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2010
11855,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2012
11856,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2015
11857,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2017
11858,James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,0.01,0.01,0.01,0.01,0.04,2010
11859,James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,0.01,0.01,0.01,0.01,0.04,2015
11860,James Patterson Women's Murder Club: Games of Passion,DS,2009,Adventure,THQ,0.01,0.01,0.01,0.01,0.04,2017
11861,Band Hero,PS2,2009,Misc,Activision,0.01,0.01,0.01,0.01,0.04,2010
11862,Band Hero,PS2,2009,Misc,Activision,0.01,0.01,0.01,0.01,0.04,2012
11863,Band Hero,PS2,2009,Misc,Activision,0.01,0.01,0.01,0.01,0.04,2015
11864,Band Hero,PS2,2009,Misc,Activision,0.01,0.01,0.01,0.01,0.04,2019
11865,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.01,0.01,0.01,0.01,0.04,2003
11866,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.01,0.01,0.01,0.01,0.04,2007
11867,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.01,0.01,0.01,0.01,0.04,2015
11868,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.01,0.01,0.01,0.01,0.04,2017
11869,Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2006
11870,Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2021
11871,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
11872,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
11873,God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2019
11874,Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2003
11875,Mortal Kombat: Deadly Alliance,GC,2002,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2015
11876,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
11877,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2014
11878,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2018
11879,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2020
11880,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2011
11881,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
11882,AKB1/48: Idol to Koishitara...,PSP,2010,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
11883,Pro Pinball,PS,1996,Misc,Empire Interactive,0.01,0.01,0.01,0.01,0.04,2009
11884,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.01,0.01,0.01,0.01,0.04,2008
11885,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.01,0.01,0.01,0.01,0.04,2016
11911,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2011
11912,Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2006
11913,Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2013
11914,Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft,0.01,0.01,0.01,0.01,0.04,2015
11915,WWE All Stars,PS3,2011,Fighting,THQ,0.01,0.01,0.01,0.01,0.04,2013
11916,WWE All Stars,PS3,2011,Fighting,THQ,0.01,0.01,0.01,0.01,0.04,2016
11917,WWE All Stars,PS3,2011,Fighting,THQ,0.01,0.01,0.01,0.01,0.04,2019
11918,Green Day: Rock Band,X360,2010,Misc,MTV Games,0.01,0.01,0.01,0.01,0.04,2012
11919,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2013
11920,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
11921,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
11922,Resistance: Burning Skies,PSV,2012,Shooter,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2014
11923,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2006
11924,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2013
11925,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
11926,Battlefield 2: Modern Combat,X360,2006,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
11927,Rocksmith 2014,XOne,2014,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2017
11928,Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2005
11929,Knockout Kings 2001,PS,2000,Fighting,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2017
11930,From Russia With Love,PS2,2005,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2014
11931,Fantastic Pets,X360,2011,Simulation,THQ,0.01,0.01,0.01,0.01,0.04,2015
11932,Fantastic Pets,X360,2011,Simulation,THQ,0.01,0.01,0.01,0.01,0.04,2019
11933,BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.01,0.01,0.01,0.01,0.04,2015
11934,BlazBlue: Continuum Shift,PS3,2010,Fighting,PQube,0.01,0.01,0.01,0.01,0.04,2020
11935,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2011
11936,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2014
11937,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2016
11938,Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2018
11939,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2015
11940,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2018
11941,Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2021
11942,Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2003
11943,Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2008
11944,Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2014
11945,Minority Report: Everybody Runs,PS2,2002,Action,Activision,0.01,0.01,0.01,0.01,0.04,2018
11946,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2012
11947,Katamari Forever,PS3,2009,Puzzle,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2016
11948,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2008
11949,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2013
11950,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003,Misc,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2019
11951,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2002
11952,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2012
11953,Pengo,2600,1983,Adventure,Atari,0.01,0.01,0.01,0.01,0.04,1989
11954,Pengo,2600,1983,Adventure,Atari,0.01,0.01,0.01,0.01,0.04,1999
11955,Pengo,2600,1983,Adventure,Atari,0.01,0.01,0.01,0.01,0.04,2004
11956,Pengo,2600,1983,Adventure,Atari,0.01,0.01,0.01,0.01,0.04,2010
11957,Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.01,0.01,0.01,0.01,0.04,2014
11958,Naughty Bear,X360,2010,Action,505 Games,0.01,0.01,0.01,0.01,0.04,2010
11959,Naughty Bear,X360,2010,Action,505 Games,0.01,0.01,0.01,0.01,0.04,2018
11960,Mouse Trap,2600,1981,Action,Coleco,0.01,0.01,0.01,0.01,0.04,1991
11961,Mouse Trap,2600,1981,Action,Coleco,0.01,0.01,0.01,0.01,0.04,2012
11962,Tak and the Power of Juju,GC,2003,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2007
11963,Tak and the Power of Juju,GC,2003,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2010
11964,Tak and the Power of Juju,GC,2003,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2016
11965,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2009
11966,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2012
11967,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2017
11968,Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2018
11969,Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2013
11970,Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2016
11971,Just Dance Kids 2,X360,2011,Misc,Ubisoft,0.01,0.01,0.01,0.01,0.04,2019
11972,Beowulf: The Game,X360,2007,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2009
11973,Beowulf: The Game,X360,2007,Action,Ubisoft,0.01,0.01,0.01,0.01,0.04,2014
11974,NBA Jam,Wii,2010,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2010
11975,NBA Jam,Wii,2010,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2016
11976,NBA Jam,Wii,2010,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2018
11977,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2011
11978,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2014
11979,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2017
11980,Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.01,0.01,0.01,0.01,0.04,2018
11981,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2017
11982,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2019
11983,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04,2020
11984,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2012
11985,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2014
12047,Fighting Vipers,SAT,1995,Fighting,Sega,0.01,0.01,0.01,0.01,0.04,2017
11986,Star Wars The Clone Wars: Republic Heroes,PSP,2009,Action,LucasArts,0.01,0.01,0.01,0.01,0.04,2017
11987,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2018
11988,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2016
11989,Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2020
11990,Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0.01,0.01,0.01,0.01,0.04,2013
11991,NBA 2K10,PS2,2009,Sports,Take-Two Interactive,0.01,0.01,0.01,0.01,0.04,2015
11992,Defender,PS2,2002,Misc,Midway Games,0.01,0.01,0.01,0.01,0.04,2010
11993,NFL GameDay 2003,PS2,,Sports,Unknown,0.01,0.01,0.01,0.01,0.04,1997
11994,NFL GameDay 2003,PS2,,Sports,Unknown,0.01,0.01,0.01,0.01,0.04,2008
11995,NFL GameDay 2003,PS2,,Sports,Unknown,0.01,0.01,0.01,0.01,0.04,2013
11996,NFL GameDay 2003,PS2,,Sports,Unknown,0.01,0.01,0.01,0.01,0.04,2016
11997,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2010
11998,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2013
11999,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2018
12000,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2017
12001,Congo Bongo,2600,1982,Action,Sega,0.01,0.01,0.01,0.01,0.04,1997
12002,Congo Bongo,2600,1982,Action,Sega,0.01,0.01,0.01,0.01,0.04,2005
12003,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.01,0.01,0.01,0.01,0.04,2010
12004,Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.01,0.01,0.01,0.01,0.04,2016
12005,Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2010
12006,Harry Potter: Quidditch World Cup,GC,2003,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
12007,Warriors Orochi 2 (JP sales),PS2,2008,Action,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2010
12008,Warriors Orochi 2 (JP sales),PS2,2008,Action,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2015
12009,Warriors Orochi 2 (JP sales),PS2,2008,Action,Tecmo Koei,0.01,0.01,0.01,0.01,0.04,2016
12010,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2009
12011,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2012
12012,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2017
12013,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.01,0.01,0.01,0.01,0.04,2018
12014,Overlord,X360,2007,Strategy,Codemasters,0.01,0.01,0.01,0.01,0.04,2011
12015,Overlord,X360,2007,Strategy,Codemasters,0.01,0.01,0.01,0.01,0.04,2016
12016,Overlord,X360,2007,Strategy,Codemasters,0.01,0.01,0.01,0.01,0.04,2021
12017,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2010
12018,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2013
12019,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2015
12020,The Chronicles of Narnia: Prince Caspian,PS2,2008,Action,Disney Interactive Studios,0.01,0.01,0.01,0.01,0.04,2018
12021,The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,0.01,0.01,0.01,0.01,0.04,2006
12022,The Incredibles: Rise of the Underminer,GBA,2005,Action,THQ,0.01,0.01,0.01,0.01,0.04,2016
12023,Life is Strange,PS4,2016,Adventure,Square Enix,0.01,0.01,0.01,0.01,0.04,2017
12024,Life is Strange,PS4,2016,Adventure,Square Enix,0.01,0.01,0.01,0.01,0.04,2018
12025,Life is Strange,PS4,2016,Adventure,Square Enix,0.01,0.01,0.01,0.01,0.04,2020
12026,Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,1999
12027,Battalion Wars,GC,2005,Strategy,Nintendo,0.01,0.01,0.01,0.01,0.04,2009
12028,Battalion Wars,GC,2005,Strategy,Nintendo,0.01,0.01,0.01,0.01,0.04,2013
12029,Battalion Wars,GC,2005,Strategy,Nintendo,0.01,0.01,0.01,0.01,0.04,2016
12030,NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.01,0.01,0.01,0.01,0.04,2012
12031,Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.01,0.01,0.01,0.01,0.04,2006
12032,Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.01,0.01,0.01,0.01,0.04,2020
12033,Samurai Shodown,SNES,1994,Fighting,Takara,0.01,0.01,0.01,0.01,0.04,1995
12034,Samurai Shodown,SNES,1994,Fighting,Takara,0.01,0.01,0.01,0.01,0.04,2008
12035,Samurai Shodown,SNES,1994,Fighting,Takara,0.01,0.01,0.01,0.01,0.04,2019
12036,Mass Effect Trilogy,X360,2012,Action,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2019
12037,The Wonderful 101,WiiU,2013,Action,Nintendo,0.01,0.01,0.01,0.01,0.04,2013
12038,The Wonderful 101,WiiU,2013,Action,Nintendo,0.01,0.01,0.01,0.01,0.04,2016
12039,The Wonderful 101,WiiU,2013,Action,Nintendo,0.01,0.01,0.01,0.01,0.04,2017
12040,The Wonderful 101,WiiU,2013,Action,Nintendo,0.01,0.01,0.01,0.01,0.04,2019
12041,SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.01,0.01,0.01,0.01,0.04,2013
12042,SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.01,0.01,0.01,0.01,0.04,2014
12043,SpongeBob SquigglePants,Wii,2011,Misc,THQ,0.01,0.01,0.01,0.01,0.04,2019
12044,Fighting Vipers,SAT,1995,Fighting,Sega,0.01,0.01,0.01,0.01,0.04,1998
12045,Fighting Vipers,SAT,1995,Fighting,Sega,0.01,0.01,0.01,0.01,0.04,2006
12048,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2011
12049,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2014
12050,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2017
12051,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,Konami Digital Entertainment,0.01,0.01,0.01,0.01,0.04,2019
12052,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.01,0.01,0.01,0.01,0.04,2002
12053,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.01,0.01,0.01,0.01,0.04,2020
12054,Asura's Wrath,PS3,2012,Action,Capcom,0.01,0.01,0.01,0.01,0.04,2012
12055,Asura's Wrath,PS3,2012,Action,Capcom,0.01,0.01,0.01,0.01,0.04,2018
12056,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2008
12057,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2013
12058,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2015
12059,The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.01,0.01,0.01,0.01,0.04,2019
12060,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2015
12061,AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,2020
12062,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2002
12063,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2004
12064,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2009
12065,NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2015
12066,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,1998
12067,Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.01,0.01,0.01,0.01,0.04,2018
12068,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.01,0.01,0.01,0.01,0.04,2001
12069,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.01,0.01,0.01,0.01,0.04,2009
12070,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.01,0.01,0.01,0.01,0.04,2017
12071,Top Gear Rally,N64,1997,Racing,Kemco,0.01,0.01,0.01,0.01,0.04,2001
12072,Top Gear Rally,N64,1997,Racing,Kemco,0.01,0.01,0.01,0.01,0.04,2009
12073,Top Gear Rally,N64,1997,Racing,Kemco,0.01,0.01,0.01,0.01,0.04,2016
12074,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2005
12075,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2008
12076,18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.01,0.01,0.01,0.01,0.04,2021
12077,Transformers: Revenge of the Fallen (XBox 360 PS3 & PC Versions),PSP,2009,Shooter,Activision,0.01,0.01,0.01,0.01,0.04,2020
12078,Wall-E,PS3,2008,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2008
12079,Wall-E,PS3,2008,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2014
12080,Wall-E,PS3,2008,Platform,THQ,0.01,0.01,0.01,0.01,0.04,2016
12081,Atari Anthology,PS2,2004,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2012
12082,Atari Anthology,PS2,2004,Misc,Atari,0.01,0.01,0.01,0.01,0.04,2020
12083,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2015
12084,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2018
12085,FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.01,0.01,0.01,0.04,2021
12086,Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.01,0.01,0.01,0.01,0.04,2003
12087,Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.01,0.01,0.01,0.01,0.04,2006
12088,Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.01,0.01,0.01,0.01,0.04,2018
12089,Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.01,0.01,0.01,0.01,0.04,2020
12090,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2009
12091,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2011
12092,MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04,2018
12093,Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.01,0.01,0.01,0.01,0.04,2018
12094,Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2007
12095,Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.01,0.01,0.01,0.01,0.04,2016
12096,The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2011
12097,The Gunstringer,X360,2011,Shooter,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04,2020
12098,Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.01,0.01,0.01,0.01,0.04,2008
12099,Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.01,0.01,0.01,0.01,0.04,2018
12100,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.01,0.01,0.01,0.01,0.04,2007
12101,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.01,0.01,0.01,0.01,0.04,2014
12102,Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.01,0.01,0.01,0.01,0.04,2018
12103,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2002
12104,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2006
12105,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2011
12106,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.01,0.01,0.04,2018
12107,My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009,Misc,Mentor Interactive,0.01,0.01,0.01,0.01,0.04,2009
